2022-05-20 13:05:305 INFO  ManageDriver :33 - Launching Chrome Browser
2022-05-20 14:05:98 INFO  CheckOutPage :60 - Clicking on Finish [[FirefoxDriver: firefox on WINDOWS (8c0a0685-d45b-401b-b4c2-e86d9731473f)] -> xpath: //button[@name='finish']]
2022-05-20 14:05:105 INFO  CheckOutPage :64 - Getting Order Confirmation Message[[FirefoxDriver: firefox on WINDOWS (8c0a0685-d45b-401b-b4c2-e86d9731473f)] -> xpath: //*[@id="checkout_complete_container"]/h2]
2022-05-20 16:05:627 INFO  HomePage :34 - Entering UserName standard_user
2022-05-20 16:05:674 INFO  HomePage :38 - Entering passwordsecret_sauce
2022-05-20 16:05:197 INFO  ProductsPage :38 - Selecting Sort By [[FirefoxDriver: firefox on WINDOWS (ec30add4-eba5-4317-a1ee-4969907c7cf5)] -> xpath: //select[@class='product_sort_container']]
2022-05-20 16:05:424 INFO  ProductsPage :47 - Selecting cheapest product[[FirefoxDriver: firefox on WINDOWS (ec30add4-eba5-4317-a1ee-4969907c7cf5)] -> xpath: //option[@value='lohi']]
2022-05-20 16:05:645 INFO  ProductsPage :47 - Selecting cheapest product[[FirefoxDriver: firefox on WINDOWS (ec30add4-eba5-4317-a1ee-4969907c7cf5)] -> xpath: //option[@value='lohi']]
2022-05-20 16:05:890 INFO  ProductsPage :51 - Clicking on Add To Cart[[FirefoxDriver: firefox on WINDOWS (ec30add4-eba5-4317-a1ee-4969907c7cf5)] -> xpath: //a[@class='shopping_cart_link']]
2022-05-20 16:05:128 INFO  ShoppingCartPage :31 - Clicking On checkOut Button[[FirefoxDriver: firefox on WINDOWS (ec30add4-eba5-4317-a1ee-4969907c7cf5)] -> xpath: //button[@name='checkout']]
2022-05-20 16:05:163 INFO  CheckOutPage :44 - Sending FirstName[[FirefoxDriver: firefox on WINDOWS (ec30add4-eba5-4317-a1ee-4969907c7cf5)] -> xpath: //input[@placeholder='First Name']]
2022-05-20 16:05:182 INFO  CheckOutPage :48 - Sending Last Name[[FirefoxDriver: firefox on WINDOWS (ec30add4-eba5-4317-a1ee-4969907c7cf5)] -> xpath: //input[@placeholder='Last Name']]
2022-05-20 16:05:209 INFO  CheckOutPage :52 - Sending Zip / Postal Code[[FirefoxDriver: firefox on WINDOWS (ec30add4-eba5-4317-a1ee-4969907c7cf5)] -> xpath: //input[@placeholder='Zip/Postal Code']]
2022-05-20 16:05:459 INFO  CheckOutPage :56 - Clicking On Continue[[FirefoxDriver: firefox on WINDOWS (ec30add4-eba5-4317-a1ee-4969907c7cf5)] -> xpath: //*[@id="continue"]]
2022-05-20 16:05:686 INFO  CheckOutPage :60 - Clicking on Finish [[FirefoxDriver: firefox on WINDOWS (ec30add4-eba5-4317-a1ee-4969907c7cf5)] -> xpath: //button[@name='finish']]
2022-05-20 16:05:686 INFO  CheckOutPage :64 - Getting Order Confirmation Message[[FirefoxDriver: firefox on WINDOWS (ec30add4-eba5-4317-a1ee-4969907c7cf5)] -> xpath: //*[@id="checkout_complete_container"]/h2]
2022-05-20 16:05:914 INFO  ManageDriver :33 - Launching Chrome Browser
2022-05-20 16:05:488 INFO  HomePage :34 - Entering UserName standard_user
2022-05-20 16:05:546 INFO  HomePage :38 - Entering passwordsecret_sauce
2022-05-20 16:05:802 INFO  ProductsPage :38 - Selecting Sort By [[ChromeDriver: chrome on WINDOWS (dcc8fa7363193b24a82d70005395b1b7)] -> xpath: //select[@class='product_sort_container']]
2022-05-20 16:05:858 INFO  ProductsPage :47 - Selecting cheapest product[[ChromeDriver: chrome on WINDOWS (dcc8fa7363193b24a82d70005395b1b7)] -> xpath: //option[@value='lohi']]
2022-05-20 16:05:897 INFO  ProductsPage :47 - Selecting cheapest product[[ChromeDriver: chrome on WINDOWS (dcc8fa7363193b24a82d70005395b1b7)] -> xpath: //option[@value='lohi']]
2022-05-20 16:05:940 INFO  ProductsPage :51 - Clicking on Add To Cart[[ChromeDriver: chrome on WINDOWS (dcc8fa7363193b24a82d70005395b1b7)] -> xpath: //a[@class='shopping_cart_link']]
2022-05-20 16:05:983 INFO  ShoppingCartPage :31 - Clicking On checkOut Button[[ChromeDriver: chrome on WINDOWS (dcc8fa7363193b24a82d70005395b1b7)] -> xpath: //button[@name='checkout']]
2022-05-20 16:05:56 INFO  CheckOutPage :44 - Sending FirstName[[ChromeDriver: chrome on WINDOWS (dcc8fa7363193b24a82d70005395b1b7)] -> xpath: //input[@placeholder='First Name']]
2022-05-20 16:05:127 INFO  CheckOutPage :48 - Sending Last Name[[ChromeDriver: chrome on WINDOWS (dcc8fa7363193b24a82d70005395b1b7)] -> xpath: //input[@placeholder='Last Name']]
2022-05-20 16:05:188 INFO  CheckOutPage :52 - Sending Zip / Postal Code[[ChromeDriver: chrome on WINDOWS (dcc8fa7363193b24a82d70005395b1b7)] -> xpath: //input[@placeholder='Zip/Postal Code']]
2022-05-20 16:05:249 INFO  CheckOutPage :56 - Clicking On Continue[[ChromeDriver: chrome on WINDOWS (dcc8fa7363193b24a82d70005395b1b7)] -> xpath: //*[@id="continue"]]
2022-05-20 16:05:298 INFO  CheckOutPage :60 - Clicking on Finish [[ChromeDriver: chrome on WINDOWS (dcc8fa7363193b24a82d70005395b1b7)] -> xpath: //button[@name='finish']]
2022-05-20 16:05:312 INFO  CheckOutPage :64 - Getting Order Confirmation Message[[ChromeDriver: chrome on WINDOWS (dcc8fa7363193b24a82d70005395b1b7)] -> xpath: //*[@id="checkout_complete_container"]/h2]
2022-05-20 16:05:498 INFO  ManageDriver :33 - Launching Chrome Browser
2022-05-20 16:05:121 INFO  HomePage :34 - Entering UserName standard_user
2022-05-20 16:05:181 INFO  HomePage :38 - Entering passwordsecret_sauce
2022-05-20 16:05:411 INFO  ProductsPage :38 - Selecting Sort By [[ChromeDriver: chrome on WINDOWS (8884f8fec3aa6cbc15a0dbe15c84fa75)] -> xpath: //select[@class='product_sort_container']]
2022-05-20 16:05:470 INFO  ProductsPage :47 - Selecting cheapest product[[ChromeDriver: chrome on WINDOWS (8884f8fec3aa6cbc15a0dbe15c84fa75)] -> xpath: //option[@value='lohi']]
2022-05-20 16:05:510 INFO  ProductsPage :47 - Selecting cheapest product[[ChromeDriver: chrome on WINDOWS (8884f8fec3aa6cbc15a0dbe15c84fa75)] -> xpath: //option[@value='lohi']]
2022-05-20 16:05:563 INFO  ProductsPage :51 - Clicking on Add To Cart[[ChromeDriver: chrome on WINDOWS (8884f8fec3aa6cbc15a0dbe15c84fa75)] -> xpath: //a[@class='shopping_cart_link']]
2022-05-20 16:05:618 INFO  ShoppingCartPage :31 - Clicking On checkOut Button[[ChromeDriver: chrome on WINDOWS (8884f8fec3aa6cbc15a0dbe15c84fa75)] -> xpath: //button[@name='checkout']]
2022-05-20 16:05:689 INFO  CheckOutPage :44 - Sending FirstName[[ChromeDriver: chrome on WINDOWS (8884f8fec3aa6cbc15a0dbe15c84fa75)] -> xpath: //input[@placeholder='First Name']]
2022-05-20 16:05:762 INFO  CheckOutPage :48 - Sending Last Name[[ChromeDriver: chrome on WINDOWS (8884f8fec3aa6cbc15a0dbe15c84fa75)] -> xpath: //input[@placeholder='Last Name']]
2022-05-20 16:05:821 INFO  CheckOutPage :52 - Sending Zip / Postal Code[[ChromeDriver: chrome on WINDOWS (8884f8fec3aa6cbc15a0dbe15c84fa75)] -> xpath: //input[@placeholder='Zip/Postal Code']]
2022-05-20 16:05:878 INFO  CheckOutPage :56 - Clicking On Continue[[ChromeDriver: chrome on WINDOWS (8884f8fec3aa6cbc15a0dbe15c84fa75)] -> xpath: //*[@id="continue"]]
2022-05-20 16:05:925 INFO  CheckOutPage :60 - Clicking on Finish [[ChromeDriver: chrome on WINDOWS (8884f8fec3aa6cbc15a0dbe15c84fa75)] -> xpath: //button[@name='finish']]
2022-05-20 16:05:941 INFO  CheckOutPage :64 - Getting Order Confirmation Message[[ChromeDriver: chrome on WINDOWS (8884f8fec3aa6cbc15a0dbe15c84fa75)] -> xpath: //*[@id="checkout_complete_container"]/h2]
